Label,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Head,164.64,-0.07041364,1.668768,-8.094206,352.0703,75.4992,6.992424
Head,164.88,-0.0741445,1.665056,-8.073006,353.3188,73.37524,7.625984
Head,165.12,-0.06740714,1.668146,-8.053569,353.0106,76.74442,6.963559
Head,165.34,-0.05413593,1.665897,-8.037756,354.2104,81.23447,7.175666
Head,165.56,-0.03747603,1.665683,-8.030943,354.5046,86.6939,7.982173
Head,165.8,-0.02774533,1.664657,-8.035481,354.736,90.68777,8.280518
Head,166.02,-0.02614972,1.664327,-8.036457,355.0381,90.37732,8.790369
Head,166.26,-0.02091141,1.662067,-8.030299,355.7999,88.87603,9.332661
Head,166.48,-0.01430718,1.661618,-8.02732,355.6942,88.07551,9.205227
Head,166.7,-0.009667609,1.660082,-8.025979,355.8218,87.03177,8.941866
Head,166.94,0.02228923,1.65697,-8.01771,357.3652,88.75114,8.179839
Head,167.16,0.05721353,1.654495,-8.010084,357.4633,88.69269,8.603828
Head,167.4,0.06758405,1.650212,-8.008715,358.8916,89.2877,8.380099
Head,167.62,0.07946396,1.651016,-8.00798,358.2383,90.96099,8.201565
Head,167.86,0.08478472,1.651165,-8.022626,358.6554,91.51821,8.427446
Head,168.08,0.08544017,1.652737,-8.038373,358.721,92.955,7.216545
Head,168.32,0.102915,1.649546,-8.043068,358.4059,94.10555,7.028612
Head,168.54,0.1436253,1.648287,-8.034342,357.6985,93.49711,6.539078
Head,168.78,0.1432131,1.649051,-8.039742,358.1643,93.59083,7.079703
Head,169,0.1170535,1.655488,-8.050989,356.5095,93.25388,6.457579
Head,169.24,0.09552025,1.656367,-8.056795,357.2138,93.51366,5.578657
Head,169.46,0.1144885,1.655673,-8.046099,358.0797,92.76675,5.401808
Head,169.68,0.1314157,1.657732,-8.045304,356.9074,91.38872,4.84893
Head,169.92,0.122357,1.662605,-8.054547,356.229,90.66476,4.854808
Head,170.14,0.1259763,1.66182,-8.062823,356.8157,91.44352,4.363783
Head,170.38,0.1765032,1.652211,-8.055483,357.6433,90.26846,4.014054
Head,170.6,0.2084275,1.64929,-8.043955,357.9665,86.08653,6.453962
Head,170.84,0.1977734,1.658256,-8.042235,357.7133,87.19426,6.642782
Head,171.06,0.1943398,1.663838,-8.047245,357.7159,89.85782,6.568423
Head,171.3,0.2003601,1.666072,-8.047109,357.4147,88.69562,6.514194
Head,171.52,0.1914424,1.664474,-8.044819,358.3515,89.74354,7.239335
Head,171.74,0.1758802,1.666166,-8.043239,357.6695,90.46169,7.703615
Head,171.98,0.1641164,1.666197,-8.047045,357.5989,92.45861,7.358109
Head,172.2,0.1589016,1.666414,-8.050783,357.4973,92.70495,7.716332
Head,172.44,0.1527099,1.666901,-8.053506,357.3919,92.35199,7.765375
Head,172.66,0.1476573,1.665685,-8.054377,357.8268,91.84253,7.947996
Head,172.9,0.1429654,1.667361,-8.05515,358.5156,91.98617,8.62289
Head,173.12,0.1311553,1.665041,-8.0587,358.9826,90.88342,8.189787
Head,173.36,0.1204821,1.660196,-8.059565,0.3057587,87.23447,8.232443
Head,173.58,0.1197603,1.662295,-8.058265,359.0806,77.71599,7.591613
Head,173.82,0.1080774,1.662434,-8.061038,359.046,71.26768,6.038022
Head,174.04,0.09051442,1.662473,-8.059958,358.7073,67.17789,6.3759
Head,174.28,0.07350101,1.659751,-8.061096,359.0089,65.88073,6.357311
Head,174.5,0.07520983,1.648725,-8.051785,1.613498,61.911,5.925874
Head,174.74,0.07643457,1.633364,-8.047235,5.686832,59.54209,4.441932
Head,174.96,0.07680324,1.631693,-8.043577,4.949858,58.26109,3.636655
Head,175.18,0.0742657,1.632266,-8.041973,5.016176,56.36005,2.788098
Head,175.42,0.06661554,1.634274,-8.049454,4.087847,54.94453,0.8361274
Head,175.64,0.05514061,1.627243,-8.054321,6.991881,53.30042,1.572029
Head,175.88,0.04104365,1.627308,-8.055863,5.398336,49.58181,358.3397
Head,176.1,0.03739808,1.626118,-8.05775,6.323268,50.03561,358.4425
Head,176.34,0.04327078,1.627077,-8.05789,4.305979,50.56762,357.8129
Head,176.56,0.04675553,1.627611,-8.061263,4.325037,50.46914,357.334
Head,176.8,0.04525694,1.629683,-8.062969,3.912027,50.35042,357.5767
Head,177.02,0.0403318,1.629847,-8.065525,5.727052,50.31013,359.3293
Head,177.26,0.03598338,1.634879,-8.07095,5.507116,49.73263,1.069199
Head,177.48,0.03625843,1.63261,-8.072663,5.981208,50.84015,1.959565
Head,177.7,0.03515917,1.63133,-8.070274,6.348034,50.56305,2.722293
Head,177.94,0.02944911,1.629982,-8.064049,6.701624,47.38438,3.753189
Head,178.16,0.03432764,1.629113,-8.057306,7.107775,44.2512,3.961974
Head,178.4,0.04638534,1.626734,-8.055042,8.00589,45.15706,3.547127
Head,178.62,0.05030893,1.630038,-8.060567,5.545655,51.28693,5.742488
Head,178.86,0.04932652,1.632532,-8.074723,2.429417,61.9629,8.39606
Head,179.08,0.04562457,1.631577,-8.077254,1.882311,63.06214,8.935479
Head,179.32,0.04135788,1.629082,-8.072846,2.509829,60.69272,8.898078
Head,179.54,0.03914751,1.628305,-8.070675,3.04127,59.484,8.388038
Head,179.76,0.03766204,1.626778,-8.069505,3.779404,58.91274,8.091143
Head,180,0.03318223,1.628777,-8.070704,3.605021,57.75819,7.48839
Head,180.22,0.02821958,1.630812,-8.069864,3.398128,56.23191,7.437856
Head,180.46,0.0272049,1.631485,-8.068783,3.684037,55.62899,6.92279
Head,180.68,0.02579985,1.630611,-8.068332,4.239901,55.74518,7.174671
Head,180.92,0.02361835,1.630437,-8.068855,4.245834,56.02282,7.463075
Head,181.14,0.02173351,1.630285,-8.07005,4.218097,56.04762,7.36165
Head,181.38,0.02136885,1.630554,-8.06908,4.10885,56.09432,7.578843
Head,181.6,0.02105057,1.632368,-8.070252,3.349686,57.07656,7.679043
Head,181.84,0.0201411,1.632215,-8.071874,3.207323,57.0303,7.592908
Head,182.06,0.01856411,1.632833,-8.072444,2.924463,56.68789,7.731404
Head,182.28,0.01845366,1.635531,-8.070674,3.421723,55.92033,6.443733
Head,182.52,0.01666292,1.639415,-8.068289,0.04997928,54.27925,7.650426
Head,182.74,0.01294344,1.639892,-8.066823,359.0462,52.26076,7.633045
Head,182.98,0.01082967,1.639928,-8.067834,358.8747,51.75856,7.349335
Head,183.2,0.009923898,1.640879,-8.068302,358.7144,50.16508,6.927362
Head,183.44,0.01144569,1.638926,-8.069486,359.2324,49.97114,6.717038
Head,183.66,0.01078126,1.638846,-8.068643,359.3673,49.64203,6.53005
Head,183.9,0.007813238,1.640047,-8.069243,359.1974,50.2183,6.905959
Head,184.12,0.00728786,1.640319,-8.06894,359.3905,49.77677,6.914411
Head,184.36,0.006915778,1.638801,-8.069559,359.9333,50.23733,7.010688
Head,184.58,0.005505636,1.638498,-8.06961,359.9215,50.23355,7.214576
Head,184.82,0.005751044,1.638592,-8.069875,359.77,52.0708,7.778677
Head,185.04,0.005805507,1.637549,-8.071028,359.914,52.32116,7.772115
Head,185.26,0.002951935,1.637572,-8.070168,359.8564,51.82869,7.554008
Head,185.5,-0.002113156,1.636698,-8.068297,359.6755,51.21011,8.016257
Head,185.72,-0.003056694,1.636913,-8.066512,359.809,49.61235,7.703326
Head,185.96,-0.001858361,1.635988,-8.065119,0.2571701,49.45539,7.706267
Head,186.18,0.0005060956,1.636397,-8.063981,0.3792038,48.76663,7.110104
Head,186.42,0.003195517,1.635996,-8.062283,0.8427667,48.46923,7.032582
Head,186.64,0.004881427,1.635931,-8.060665,1.082654,47.98433,6.911199
Head,186.88,0.006439216,1.635421,-8.060156,1.32418,48.1558,6.936973
Head,187.1,0.007163983,1.63482,-8.060242,1.490655,47.95596,6.903514
Head,187.34,0.007691789,1.634733,-8.060001,1.530002,47.9541,6.878034
Head,187.56,0.007591382,1.634242,-8.059173,1.618542,47.89301,6.987098
Head,187.78,0.009002399,1.63428,-8.057792,1.768721,47.77085,7.075676
Head,188.02,0.01067434,1.63363,-8.05956,1.995812,48.36179,6.877944
Head,188.24,0.01148735,1.633458,-8.060989,2.043647,48.35025,6.84055
Head,188.48,0.01059134,1.634876,-8.061398,2.217185,48.22065,7.163057
Head,188.7,0.009162825,1.6359,-8.062301,1.69111,47.93848,7.78135
Head,188.94,0.009194393,1.637114,-8.061872,1.469458,47.01192,7.319308
Head,189.16,0.01003943,1.63597,-8.061335,1.736279,47.07621,7.108704
Head,189.4,0.01095088,1.635539,-8.060898,1.865792,47.14653,7.268481
Head,189.62,0.01180306,1.635296,-8.060175,1.900699,46.37906,7.121922
Head,189.86,0.01206248,1.634169,-8.061141,2.033477,45.90042,6.935065
Head,190.08,0.01380289,1.633927,-8.061673,2.020604,45.51983,6.957185
Head,190.3,0.01611266,1.632728,-8.062301,2.544673,46.16226,7.103051
Head,190.54,0.01587369,1.632221,-8.064487,2.084311,46.19477,6.736782
Head,190.76,0.01511449,1.633196,-8.063975,1.797016,46.20696,6.879468
Head,191,0.01799005,1.6318,-8.063268,2.479102,46.38438,6.794298
Head,191.22,0.01646416,1.632061,-8.062981,2.374728,46.23859,6.821163
Head,191.46,0.01462955,1.633304,-8.063903,2.256911,46.1666,6.465548
Head,191.68,0.01596333,1.633146,-8.062613,2.717903,46.05955,6.60768
Head,191.92,0.01578082,1.632642,-8.060457,2.996282,45.93729,6.726657
Head,192.14,0.01389459,1.63229,-8.059277,3.090369,45.67554,6.985651
Head,192.36,0.01309464,1.631961,-8.060071,3.414895,45.81924,7.193077
Head,192.6,0.01359475,1.632179,-8.0599,3.294663,46.02486,7.175412
Head,192.82,0.01377528,1.63237,-8.062526,3.087596,46.77668,7.070754
Head,193.06,0.01632506,1.632098,-8.062786,3.041039,46.85787,6.765763
Head,193.28,0.02040017,1.632678,-8.060141,3.084012,46.45269,6.17859
Head,193.52,0.02163931,1.633832,-8.05918,2.890656,46.39842,6.261161
Head,193.74,0.02253086,1.635123,-8.062316,2.642122,46.07224,5.931437
Head,193.98,0.02392902,1.636141,-8.06497,2.519735,45.99969,5.845093
Head,194.2,0.02257326,1.636074,-8.068049,2.553688,46.42524,5.664295
Head,194.44,0.01874672,1.636028,-8.069375,2.364091,46.63905,5.981303
Head,194.66,0.01790323,1.635518,-8.068207,2.474479,46.59013,6.108817
Head,194.88,0.01885886,1.635058,-8.068066,2.627018,46.77866,6.1497
Head,195.12,0.01997651,1.634878,-8.06897,2.695525,47.06184,6.045278
Head,195.34,0.01983353,1.634778,-8.069813,2.779685,46.97241,5.980997
Head,195.58,0.01821683,1.634555,-8.071075,2.832642,47.25103,6.17652
Head,195.8,0.01685755,1.634204,-8.072044,2.836482,47.38297,6.153121
Head,196.04,0.01670253,1.633999,-8.071679,2.922725,47.16208,6.120147
Head,196.26,0.01835653,1.63342,-8.070765,3.248139,47.09126,6.057114
Head,196.5,0.0198815,1.632834,-8.070967,3.482794,47.29888,6.038306
Head,196.72,0.02042357,1.633013,-8.070553,3.493936,46.89727,5.894814
Head,196.96,0.02046958,1.633299,-8.071026,3.507357,47.1815,5.900423
Head,197.18,0.02099871,1.633175,-8.071176,3.547265,46.96511,5.738841
Head,197.4,0.02158796,1.632779,-8.071226,3.475899,47.07822,5.726401
Head,197.64,0.02185008,1.633146,-8.071951,3.316481,47.23746,5.56003
Head,197.86,0.02306756,1.633206,-8.072095,3.323371,47.26572,5.255497
Head,198.1,0.02261429,1.633057,-8.071651,3.426166,47.32698,5.379635
Head,198.34,0.02078751,1.633094,-8.07139,3.335431,47.27342,5.566415
Head,198.56,0.02064948,1.633312,-8.070779,3.206654,47.16148,5.386273
Head,198.78,0.02156025,1.632782,-8.06978,3.390979,47.41159,5.464307
Head,199.02,0.02217482,1.632374,-8.069878,3.494787,47.48886,5.395076
Head,199.24,0.02405287,1.631988,-8.070675,3.698928,48.14545,5.55666
Head,199.48,0.02600762,1.631892,-8.07214,3.580865,48.18904,5.724978
Head,199.7,0.02667566,1.632455,-8.070811,3.614095,47.40411,5.577806
Head,199.94,0.02648713,1.634577,-8.068345,3.041934,46.01105,5.142811
Head,200.16,0.02442295,1.634071,-8.067885,2.231821,45.04998,5.132164
Head,200.38,0.02216026,1.634464,-8.067866,1.761788,43.99979,4.957546
Head,200.62,0.02125867,1.634477,-8.067343,2.051376,44.04699,5.437423
Head,200.84,0.01919595,1.634204,-8.068229,2.045475,44.30924,5.547482
Head,201.08,0.02065183,1.633956,-8.06789,2.289094,44.07546,5.517944
Head,201.3,0.02089592,1.633677,-8.067814,2.329863,43.93153,5.558593
Head,201.54,0.02113689,1.633521,-8.06758,2.518238,44.14362,5.813278
Head,201.76,0.01992137,1.633204,-8.067029,2.428091,43.89228,6.001714
Head,201.98,0.01997925,1.633083,-8.065699,2.568034,43.57444,6.040018
Head,202.22,0.01895556,1.633069,-8.065374,2.622597,43.73279,6.301662
Head,202.46,0.01846617,1.632911,-8.06586,2.618024,43.70721,6.299081
Head,202.68,0.01872101,1.632888,-8.066149,2.702723,43.85404,6.377841
Head,202.9,0.01853282,1.632852,-8.066241,2.702385,43.7916,6.311358
Head,203.14,0.01823093,1.632821,-8.065989,2.672641,43.85918,6.290592
Head,203.36,0.01829885,1.632452,-8.065301,2.565529,43.64357,6.363103
Head,203.6,0.01959601,1.632245,-8.065796,2.53606,44.04031,6.179995
Head,203.82,0.02002211,1.632683,-8.06616,2.287106,43.75379,5.994047
Head,204.06,0.02053945,1.6326,-8.065681,2.469918,43.52689,5.990584
Head,204.28,0.02010196,1.632341,-8.06496,2.500022,43.1244,6.086053
Head,204.52,0.02183864,1.633,-8.060135,2.525141,41.35595,6.195334
Head,204.74,0.02252656,1.63259,-8.051535,1.584872,36.80296,5.227695
Head,204.98,0.019182,1.632428,-8.048019,0.1520131,32.73758,4.39733
Head,205.2,0.02100107,1.632138,-8.04862,0.1902276,33.41428,4.687706
Head,205.44,0.02055079,1.634979,-8.051256,358.67,32.31802,4.106997
Head,205.66,0.01767766,1.635602,-8.05391,357.8266,31.69349,3.814611
Head,205.9,0.01475268,1.635721,-8.057759,357.8975,32.46272,4.24695
Head,206.12,0.01520055,1.636667,-8.058056,357.917,32.743,3.800766
Head,206.34,0.01383626,1.638377,-8.055217,357.1074,32.29488,3.888004
Head,206.58,0.01153021,1.638033,-8.052639,357.252,32.44339,4.164545
Head,206.8,0.01153435,1.637108,-8.052986,357.5934,33.76011,4.145153
Head,207.04,0.01384348,1.635434,-8.055984,358.9691,36.86559,4.1427
Head,207.26,0.01440853,1.634237,-8.057084,359.6235,37.628,4.551987
Head,207.48,0.01353666,1.633559,-8.05728,0.02624821,37.62422,4.531903
Head,207.72,0.01227096,1.63359,-8.056061,0.1448575,37.66272,4.631214
Head,207.94,0.01286454,1.63346,-8.055431,0.2337951,37.37432,4.50303
Head,208.18,0.01942447,1.634257,-8.052435,359.9731,36.39478,3.349694
Head,208.4,0.01493873,1.637067,-8.053514,359.3794,34.97615,3.117301
Head,208.64,0.01342129,1.637911,-8.052941,0.004654947,33.62714,0.6290386
Head,208.86,0.01395788,1.639559,-8.054033,359.0986,32.8047,359.7135
Head,209.1,0.01507343,1.637265,-8.055468,359.73,33.66973,359.4279
Head,209.32,0.016239,1.632459,-8.054565,359.2409,33.86092,359.6573
Head,209.56,0.01771113,1.63187,-8.053154,358.5791,34.93474,358.3972
Head,209.78,0.01850697,1.633872,-8.051905,358.6713,34.81593,358.8101
Head,210.02,0.01586962,1.637205,-8.053055,359.019,33.67758,0.4079001
Head,210.24,0.01331211,1.637855,-8.053707,358.9594,33.21115,0.7795267
Head,210.48,0.007019126,1.638933,-8.049551,357.8915,31.34515,0.7854062
Head,210.7,0.0130949,1.63205,-8.03987,1.255975,27.07081,359.6659
Head,210.94,0.01698094,1.627459,-8.032269,2.898823,27.07461,359.1031
Head,211.16,0.02255192,1.625983,-8.026272,3.111283,25.95845,357.7999
Head,211.38,0.02756018,1.626323,-8.023668,2.384633,25.52836,357.7781
Head,211.62,0.02844748,1.626648,-8.02466,2.521866,26.01662,358.049
Head,211.84,0.02661587,1.629654,-8.026994,1.269803,25.7019,357.9226
Head,212.08,0.02464167,1.626027,-8.027403,2.707746,24.50524,358.8005
Head,212.3,0.0247627,1.626567,-8.02908,2.507244,25.01125,357.5701
Head,212.54,0.02500581,1.621248,-8.024615,4.134925,24.33925,356.5548
Head,212.76,0.02750599,1.61658,-8.019684,6.271693,24.8798,356.3951
Head,213,0.02967623,1.615615,-8.018313,7.101962,24.81054,355.9386
Head,213.22,0.0302586,1.612858,-8.015888,7.924178,24.75309,355.8423
Head,213.44,0.02306747,1.612225,-8.016963,9.17129,27.97202,358.7747
Head,213.68,0.01314069,1.613555,-8.018874,9.250564,27.99754,0.2645952
Head,213.9,0.01324098,1.609275,-8.012918,11.6606,28.6741,357.5927
Head,214.14,0.0146204,1.612661,-8.001695,16.06207,29.55161,353.2538
Head,214.36,0.02660756,1.623183,-7.992987,19.86418,30.10164,353.6278
Head,214.6,0.05751341,1.623911,-7.965384,33.63277,29.71942,351.0102
Head,214.82,0.09589285,1.595165,-7.927444,46.29606,28.9811,348.1643
Head,215.04,0.11354,1.518362,-7.902853,52.95866,27.83876,347.8159
Head,215.26,0.1177206,1.379164,-7.88194,48.77041,28.18459,348.5207
Head,215.5,0.1262545,1.235886,-7.860391,61.05167,31.81483,353.6147
Head,215.72,0.1291315,1.183658,-7.855758,64.7644,37.96417,4.909178
Head,215.96,0.1299906,1.184352,-7.851892,66.49965,28.93364,357.4474
Head,216.18,0.1315528,1.181988,-7.850105,68.84521,23.98009,351.0668
Head,216.42,0.1301174,1.181761,-7.85045,69.05946,26.87686,353.9659
Head,216.64,0.1300597,1.181617,-7.847258,71.11018,27.06304,354.3859
Head,216.88,0.1355012,1.182011,-7.841997,76.27961,17.7435,344.1384
Head,217.1,0.1355383,1.181072,-7.845569,74.52212,19.73302,345.9977
Head,217.34,0.1358772,1.18206,-7.848865,72.18648,17.0478,343.3235
Head,217.56,0.1271408,1.184185,-7.854078,68.87724,17.65505,344.2166
Head,217.8,0.1222563,1.185626,-7.860836,68.25153,16.46781,343.2196
Head,218.02,0.1135108,1.186622,-7.871614,67.90972,16.6239,343.605
Head,218.26,0.1061425,1.187095,-7.882336,68.12757,16.02829,342.9476
Head,218.48,0.1026885,1.187796,-7.895049,70.34966,13.21655,340.1408
Head,218.72,0.08988028,1.186954,-7.913405,71.61782,15.62273,336.3814
Head,218.94,0.07946984,1.186354,-7.923393,74.95023,16.1352,328.0848
Head,219.18,0.07595713,1.184418,-7.922504,76.53738,21.21828,330.1357
Head,219.4,0.06855721,1.182472,-7.919858,73.23757,17.5061,327.3659
Head,219.62,0.05794063,1.191268,-7.908071,58.96051,19.39657,332.2529
Head,219.86,0.02598245,1.235984,-7.879028,44.35632,27.16377,337.8611
Head,220.08,-0.04112525,1.28925,-7.841626,30.18762,28.07131,338.6069
Head,220.32,-0.1524983,1.334158,-7.830807,23.59901,22.23261,340.814
Head,220.54,-0.2367528,1.343525,-7.827318,18.44372,18.16097,343.1442
Head,220.78,-0.2830063,1.333802,-7.815113,17.90334,18.11795,345.9346
Head,221,-0.303951,1.334511,-7.803005,14.36671,19.56589,347.68
Head,221.24,-0.3287873,1.334431,-7.802495,11.95899,20.26972,349.3478
Head,221.46,-0.3499166,1.338434,-7.804634,10.69439,19.85532,350.676
Head,221.7,-0.370459,1.342524,-7.809072,10.65109,18.95838,351.0817
Head,221.92,-0.3803167,1.337194,-7.801909,9.751012,19.90184,353.1672
Head,222.16,-0.3898566,1.333865,-7.795773,8.347084,20.70665,354.3135
Head,222.38,-0.4056506,1.333105,-7.786061,6.470271,20.74933,356.3778
Head,222.62,-0.4373199,1.35041,-7.776298,6.365551,24.5278,5.871503
Head,222.84,-0.4815181,1.370168,-7.766375,1.704208,32.8729,11.93008
Head,223.06,-0.5267291,1.365142,-7.754333,2.45171,41.29803,14.358
Head,223.3,-0.5596466,1.316549,-7.767444,357.4957,47.15297,6.401999
Head,223.52,-0.5751311,1.288222,-7.778295,359.8319,49.99123,6.480746
Head,223.74,-0.6144712,1.241447,-7.784449,359.4631,68.62811,1.616768
Head,223.98,-0.625975,1.227984,-7.760106,356.6046,80.72576,0.6367149
Head,224.2,-0.6323247,1.281149,-7.734495,352.8669,86.05042,1.389276
Head,224.44,-0.6423572,1.34296,-7.734284,353.404,97.28978,343.3145
Head,224.66,-0.6405894,1.352412,-7.737075,358.5029,101.3069,348.514
Head,224.9,-0.630715,1.358786,-7.742067,1.423365,103.3964,342.1758
Head,225.12,-0.6255031,1.371401,-7.740647,9.603738,101.201,340.3549
Head,225.34,-0.6249628,1.372995,-7.730962,2.176204,100.4113,355.0959
Head,225.58,-0.6547682,1.363973,-7.724903,351.4722,98.73727,353.7048
Head,225.8,-0.66485,1.364611,-7.731345,350.4245,105.2839,343.3323
Head,226.04,-0.6714677,1.343272,-7.714229,335.0167,118.8873,0.7620279
Head,226.26,-0.004707515,1.320925,-7.846344,341.8326,9.008369,2.000876
Head,226.5,-0.008760692,1.290196,-7.850562,348.5871,23.45465,356.622
Head,226.72,-0.02622658,1.283526,-7.858136,349.6013,29.62318,355.2454
Head,226.96,-0.04592879,1.288197,-7.864126,345.5435,25.36039,358.5883
Head,227.18,-0.05237709,1.28435,-7.864289,350.0266,18.94552,0.4040787
Head,227.42,-0.0513228,1.289555,-7.839885,0.1199754,358.8403,358.5592
Head,227.64,-0.03907669,1.305104,-7.806484,1.414171,0.441133,357.859
Head,227.86,-0.03416318,1.314451,-7.800875,3.097124,359.7865,353.8048
Head,228.08,-0.03451544,1.319983,-7.785347,11.20727,349.1725,347.886
Head,228.32,-0.05911347,1.336039,-7.745708,19.95675,346.4366,342.4911
Head,228.56,-0.0970716,1.341252,-7.721424,7.811578,346.999,348.7271
Head,228.78,-0.1214632,1.352128,-7.686216,12.94437,344.9176,350.298
Head,229.02,-0.1351691,1.350075,-7.66503,7.39744,348.6949,354.441
Head,229.24,-0.1217669,1.345457,-7.652163,5.980513,350.7487,354.2567
Head,229.48,-0.101879,1.343404,-7.652692,3.15197,351.9644,356.1858
Head,229.7,-0.0765835,1.340348,-7.660392,0.4666776,354.7683,357.2569
Head,229.94,-0.05540036,1.337031,-7.672131,357.7908,356.9904,1.125203
Head,230.16,-0.06348231,1.347614,-7.657228,359.9801,350.6312,1.940722
Head,230.4,-0.0798085,1.353829,-7.605357,3.970239,344.6468,358.7426
Head,230.62,-0.09281844,1.357285,-7.573935,7.187619,340.1017,3.029167
Head,230.86,-0.1131607,1.357958,-7.552953,14.80941,344.6142,1.244028
Head,231.08,-0.1286782,1.371902,-7.521684,32.08433,342.4318,1.37334
Head,231.32,-0.1738167,1.436338,-7.451798,50.17987,340.866,0.5967327
Head,231.54,-0.2529308,1.436862,-7.371495,50.1927,336.7375,350.0772
Head,231.78,-0.3515075,1.399871,-7.307798,48.82552,333.5816,341.8189
Head,232,-0.3993584,1.371018,-7.270942,40.07033,336.4952,336.688
Head,232.24,-0.3821331,1.345036,-7.241857,47.80996,319.229,323.365
Head,232.46,-0.3354329,1.301306,-7.225595,48.58054,302.7581,309.4981
Head,232.68,-0.3445237,1.291447,-7.208852,62.69206,296.5765,304.6716
Head,232.92,-0.3620753,1.292775,-7.197268,65.32341,307.5951,316.5227
Head,233.16,-0.3497376,1.293798,-7.199765,58.73368,310.8704,323.7448
Head,233.38,-0.3227909,1.284535,-7.207652,51.67155,311.9733,324.6974
Head,233.6,-0.3116262,1.267002,-7.207513,59.02594,311.6819,325.876
Head,233.84,-0.3164908,1.266279,-7.204579,58.17675,320.754,334.338
Head,234.06,-0.3142975,1.291185,-7.199651,58.62849,321.739,334.1366
Head,234.3,-0.3106205,1.26274,-7.203709,61.00903,322.3951,334.7638
Head,234.52,-0.3137113,1.246569,-7.195404,62.1605,317.8181,330.2019
Head,234.76,-0.3167462,1.243012,-7.191584,63.30673,321.5717,332.8017
Head,234.98,-0.3200619,1.241595,-7.19002,63.28982,325.0212,335.6823
Head,235.22,-0.3184553,1.240315,-7.196108,50.33085,327.1111,337.436
Head,235.44,-0.3135946,1.234361,-7.205141,47.92821,327.2826,338.3274
Head,235.68,-0.3043092,1.218324,-7.206738,40.93317,324.3757,339.5099
Head,235.9,-0.2815981,1.215186,-7.201412,22.87845,313.3155,340.5586
Head,236.12,-0.2593984,1.191046,-7.193819,10.62226,308.1565,347.9871
Head,236.36,-0.2252529,1.168351,-7.174149,5.650453,291.151,356.0657
Head,236.6,-0.2114721,1.166351,-7.163395,4.815531,292.1199,357.386
Head,236.82,-0.2053373,1.171473,-7.168742,2.142156,294.4692,358.6165
Head,237.04,-0.199491,1.170814,-7.178535,2.234077,293.3084,357.2972
Head,237.28,-0.1871652,1.163284,-7.192692,0.7762231,293.074,347.3344
Head,237.5,-0.1843975,1.163939,-7.200863,2.487066,291.4507,348.3972
Head,237.74,-0.1858258,1.165665,-7.196909,2.647101,291.7584,349.0368
Head,237.96,-0.1820383,1.166905,-7.195805,3.721751,288.2562,346.1686
Head,238.2,-0.1794376,1.171799,-7.199726,8.491349,285.2269,346.7591
Head,238.42,-0.1912189,1.181342,-7.197298,20.64129,284.7079,352.9522
Head,238.64,-0.1885847,1.180428,-7.199546,18.54974,285.5271,353.5917
Head,238.88,-0.1829755,1.17563,-7.198696,11.83719,286.3883,350.1503
Head,239.1,-0.1760437,1.176062,-7.181305,11.45234,276.2129,347.6915
Head,239.34,-0.165203,1.172113,-7.170963,5.83173,270.5032,350.7016
Head,239.56,-0.164599,1.174106,-7.170501,6.265884,271.0322,351.6343
Head,239.8,-0.1656537,1.174982,-7.168478,6.323163,271.8166,352.2497
Head,240.02,-0.1653164,1.174885,-7.168542,6.23441,271.8879,352.5746
Head,240.24,-0.164391,1.175245,-7.169947,6.277189,272.1223,352.7834
Head,240.48,-0.1634806,1.175543,-7.168493,6.159351,272.5722,353.0088
Head,240.7,-0.1630324,1.17542,-7.1682,6.105137,272.7219,352.8541
Head,240.94,-0.1636407,1.175284,-7.168116,6.204192,272.7316,352.9511
Head,241.16,-0.1633053,1.175227,-7.168171,6.136497,272.7151,353.0302
Head,241.4,-0.1634029,1.17515,-7.168256,6.136024,272.7525,352.9956
Head,241.62,-0.1634324,1.17513,-7.168835,6.162058,272.7806,353.1705
Head,241.86,-0.1632065,1.174899,-7.169278,6.029756,272.8091,353.4411
Head,242.08,-0.1629044,1.17514,-7.169564,6.075255,272.8113,353.4239
Head,242.32,-0.1629343,1.175166,-7.169216,5.89576,272.8557,353.4647
Head,242.54,-0.1630571,1.175151,-7.168798,5.832556,272.9816,353.4756
Head,242.76,-0.1631181,1.175169,-7.169001,5.867908,272.9576,353.5817
Head,243,-0.1629585,1.175118,-7.16938,5.909861,272.939,353.6469
Head,243.22,-0.163061,1.175091,-7.169477,5.887481,272.8994,353.6913
Head,243.46,-0.1632419,1.175021,-7.168952,5.862264,272.9974,353.7939
Head,243.68,-0.1633367,1.174991,-7.169308,5.900829,272.9895,353.7357
Head,243.92,-0.1631533,1.175189,-7.16899,5.834664,273.0432,353.7622
Head,244.14,-0.1634446,1.175154,-7.168585,5.793079,273.1253,353.8223
Head,244.38,-0.1628911,1.175166,-7.168604,5.833595,273.1844,353.822
Head,244.6,-0.1633581,1.175281,-7.167519,5.808899,273.2833,353.8041
Head,244.84,-0.1634982,1.175176,-7.168151,5.962357,273.175,353.8509
Head,245.06,-0.1630433,1.175053,-7.168655,5.918858,273.2018,353.9233
Head,245.3,-0.1627493,1.174075,-7.167757,4.799455,273.5457,353.4225
Head,245.52,-0.1641019,1.174702,-7.167147,5.613884,273.6081,353.4445
Head,245.76,-0.1637926,1.17451,-7.166984,5.437846,273.6864,353.4202
Head,245.98,-0.1636762,1.174584,-7.167205,5.571575,273.684,353.6176
