Label,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Head,84.1,0.0005010366,1.630235,-7.858963,12.16823,12.40919,356.2803
Head,84.34,0.0007228777,1.631593,-7.859285,11.52248,11.17206,355.9091
Head,84.56,0.0004456863,1.634655,-7.860077,9.494732,9.111737,355.7007
Head,84.8,-0.001002409,1.639879,-7.862993,7.249852,7.316143,355.6128
Head,85.02,-0.0008341409,1.64587,-7.865986,5.145777,8.130783,357.2682
Head,85.25999,0.002748779,1.649975,-7.873107,3.273576,7.850435,354.4466
Head,85.48,0.004027583,1.647156,-7.880208,7.026421,10.59678,0.2378093
Head,85.72,0.001112983,1.652591,-7.87956,4.56825,9.902451,356.3934
Head,85.93999,-0.001832563,1.653948,-7.884545,3.516617,9.357456,357.0215
Head,86.18,-0.002967417,1.651298,-7.888882,2.390882,10.67641,358.02
Head,86.4,-0.003628398,1.652294,-7.887113,1.171396,12.40593,355.8557
Head,86.64,-0.004546545,1.650794,-7.891398,2.511369,13.49421,357.0031
Head,86.86,-0.009018816,1.648914,-7.894615,3.549494,12.82143,357.0602
Head,87.1,-0.01225301,1.647728,-7.896103,4.193843,11.73412,356.1859
Head,87.32,-0.01279201,1.644762,-7.897792,5.274221,10.99894,357.2159
Head,87.56,-0.01104418,1.644723,-7.900864,5.856456,11.89118,357.3567
Head,87.78,-0.008860701,1.645849,-7.903705,6.474011,13.79015,357.137
Head,88,-0.008122019,1.648504,-7.90671,3.994,13.97577,357.5011
Head,88.24,-0.00728057,1.650124,-7.908519,2.907424,13.61819,357.6523
Head,88.46,-0.005975947,1.655834,-7.911371,359.1118,15.44265,357.9872
Head,88.7,-0.00790845,1.660039,-7.916584,356.392,17.40566,358.913
Head,88.92,-0.01166235,1.661433,-7.915133,355.334,15.63315,358.2856
Head,89.16,-0.01323805,1.661915,-7.910717,354.3802,14.08103,358.6294
Head,89.38,-0.009228505,1.658131,-7.904339,355.3483,15.58714,359.6705
Head,89.62,0.0008447766,1.658982,-7.902564,353.4721,22.06784,359.9532
Head,89.84,0.006320168,1.661086,-7.909716,353.1477,28.64405,0.8869337
Head,90.06,0.002052132,1.658963,-7.909777,354.9152,24.7539,1.506951
Head,90.28,-0.003606141,1.657212,-7.908418,356.4019,21.10822,1.662623
Head,90.5,-0.005110983,1.656728,-7.907777,356.8688,20.0632,1.287772
Head,90.72,-0.004764728,1.655317,-7.90725,357.8419,19.39618,1.120819
Head,90.93999,-0.004534949,1.652631,-7.906923,359.9407,17.95487,1.73035
Head,91.18,-0.004688893,1.651584,-7.90957,0.720915,17.39989,2.595757
Head,91.4,-0.008506822,1.650792,-7.907195,359.5208,15.08333,3.216981
Head,91.62,-0.01108294,1.650696,-7.905279,359.1039,13.94019,3.325928
Head,91.86,-0.0127355,1.649944,-7.906059,357.9123,13.47716,3.28888
Head,92.07999,-0.01319989,1.650335,-7.904924,358.4126,13.66249,2.315924
Head,92.32,-0.01156554,1.646263,-7.897942,1.186216,12.6959,1.012395
Head,92.54,-0.007734474,1.647179,-7.899712,1.783943,15.12328,1.270796
Head,92.78,-0.007524874,1.649984,-7.904091,1.386232,17.1452,1.297856
Head,93,-0.00564935,1.649449,-7.906483,1.207982,17.77763,1.439188
Head,93.24,-0.008857421,1.64905,-7.905642,1.173657,17.02258,1.89496
Head,93.46,-0.01369785,1.651163,-7.909534,0.8688855,16.57121,2.677985
Head,93.7,-0.01343723,1.650068,-7.907515,359.8567,15.68075,2.13388
Head,93.92,-0.01585452,1.649696,-7.909482,359.3733,15.62543,2.27819
Head,94.14,-0.01750413,1.653885,-7.912202,357.9642,15.428,1.771351
Head,94.38,-0.02152739,1.660109,-7.918633,355.1537,14.2046,2.089137
Head,94.6,-0.02255304,1.662141,-7.925817,355.2534,14.1482,2.034409
Head,94.84,-0.02714089,1.66419,-7.930416,355.2264,13.41509,2.491106
Head,95.06,-0.03224875,1.665123,-7.930807,355.498,11.8672,2.715013
Head,95.3,-0.03441128,1.666002,-7.930227,355.7341,11.61233,3.031129
Head,95.52,-0.03467877,1.667425,-7.930352,355.6986,11.07653,3.204669
Head,95.75999,-0.03549245,1.6692,-7.928153,355.6757,9.761852,3.763404
Head,95.98,-0.0372968,1.667419,-7.924062,356.5751,8.711142,4.031485
Head,96.22,-0.03738613,1.66738,-7.923355,356.8235,9.041191,4.011419
Head,96.43999,-0.03794089,1.667369,-7.926416,356.6942,9.160416,4.350989
Head,96.68,-0.03825009,1.668002,-7.929223,356.5436,9.163857,4.620882
Head,96.9,-0.03899534,1.668951,-7.925293,355.8477,8.300992,4.745221
Head,97.12,-0.03951669,1.670098,-7.919369,355.5687,6.775201,4.79985
Head,97.36,-0.0406209,1.671331,-7.919959,355.3321,6.077486,5.197319
Head,97.57999,-0.04480683,1.670159,-7.92557,355.9738,5.931536,5.588234
Head,97.8,-0.0471034,1.670408,-7.928916,355.9746,6.098893,5.780484
Head,98.02,-0.04745397,1.667962,-7.930691,356.7166,6.471941,5.903124
Head,98.24,-0.04474454,1.667474,-7.932142,356.8867,6.685298,5.661923
Head,98.46,-0.04127899,1.66752,-7.932933,356.9992,7.550375,5.407219
Head,98.68,-0.04079292,1.667854,-7.936112,356.8269,7.59745,5.397984
Head,98.92,-0.04085385,1.667572,-7.936121,356.8983,7.396067,5.401964
Head,99.14,-0.04002003,1.666206,-7.93525,357.4894,7.324049,5.089389
Head,99.38,-0.03868429,1.66568,-7.933658,357.6732,6.965806,4.928331
Head,99.6,-0.03708447,1.665075,-7.932411,358.0193,7.143206,4.606805
Head,99.82,-0.03805944,1.665571,-7.933276,357.9044,7.006935,4.625711
Head,100.06,-0.03855263,1.666113,-7.933997,357.8126,6.821377,4.874856
Head,100.28,-0.03895926,1.665694,-7.933336,358.1967,6.308671,4.761076
Head,100.52,-0.03848249,1.667387,-7.927467,357.6679,5.459946,4.910492
Head,100.74,-0.03555369,1.668915,-7.911601,357.3459,5.547538,4.833335
Head,100.98,-0.03110191,1.668818,-7.885555,356.3365,5.212214,4.617867
Head,101.2,-0.02597116,1.665983,-7.875819,357.2888,7.043401,4.485755
Head,101.44,-0.02804062,1.668908,-7.88868,355.2784,7.00472,5.045055
Head,101.66,-0.03078821,1.671229,-7.902862,354.6103,7.000127,4.952099
Head,101.9,-0.03266598,1.670325,-7.908379,355.2449,7.327916,5.062313
Head,102.12,-0.03299375,1.669406,-7.910007,355.78,7.235314,4.981402
Head,102.36,-0.03205407,1.669409,-7.911075,355.9328,7.323108,4.905392
Head,102.58,-0.03125533,1.669323,-7.911733,355.9879,6.981816,4.929053
Head,102.8,-0.02918106,1.668835,-7.911119,356.3897,7.425878,4.643846
Head,103.04,-0.02715765,1.668396,-7.912552,356.7612,7.609794,4.403531
Head,103.26,-0.02623295,1.668429,-7.914783,356.8145,7.643926,4.381001
Head,103.5,-0.02648342,1.668527,-7.917506,356.8006,7.723559,4.395429
Head,103.72,-0.02728505,1.66841,-7.919129,357.0393,7.544416,4.449602
Head,103.96,-0.02773605,1.668121,-7.91853,357.0789,7.595229,4.575092
Head,104.18,-0.02823877,1.668939,-7.91531,356.5496,7.394831,4.715738
Head,104.42,-0.02929956,1.670443,-7.912104,355.2751,6.763075,4.922756
Head,104.64,-0.02983324,1.672899,-7.905276,354.748,5.715811,5.056345
Head,104.88,-0.03375205,1.672298,-7.877545,355.1712,3.775499,6.051898
Head,105.1,-0.04000925,1.668645,-7.872689,356.7988,4.940135,6.57643
Head,105.32,-0.04269954,1.668215,-7.878006,356.8015,4.741805,6.835246
Head,105.56,-0.04170654,1.66844,-7.876065,356.566,4.968338,6.639706
Head,105.78,-0.04005058,1.66827,-7.877351,356.6335,5.555476,6.521706
Head,106.02,-0.03810658,1.668748,-7.88378,356.6091,6.159593,6.551531
Head,106.24,-0.0372752,1.668843,-7.893477,356.6326,6.809302,6.635371
Head,106.48,-0.03338999,1.668178,-7.902925,357.0587,7.849132,6.409014
Head,106.7,-0.02840444,1.668261,-7.906595,356.9751,7.828244,6.173255
Head,106.94,-0.02396096,1.668195,-7.907063,357.2054,7.845213,5.859906
Head,107.16,-0.02272308,1.667463,-7.906797,357.5619,8.106519,5.595201
Head,107.38,-0.02248415,1.667088,-7.906183,357.7817,7.814046,5.63585
Head,107.62,-0.02110979,1.665625,-7.90468,358.5031,8.105366,5.512095
Head,107.84,-0.01975362,1.665125,-7.904116,358.7839,8.166887,5.459655
Head,108.08,-0.01906732,1.6645,-7.904757,359.069,8.227913,5.367154
Head,108.3,-0.01808534,1.6634,-7.903223,359.5613,8.251109,5.200222
Head,108.54,-0.01739711,1.66367,-7.902254,359.3037,8.234682,4.915258
Head,108.76,-0.01622528,1.661024,-7.904799,0.9237069,8.981874,5.068976
Head,109,-0.01589344,1.65881,-7.905904,2.053141,8.816283,5.719957
Head,109.22,-0.01554808,1.659433,-7.907364,1.865774,8.875922,5.584154
Head,109.46,-0.01676759,1.659332,-7.908876,1.775847,8.811422,5.595816
Head,109.68,-0.01744497,1.660002,-7.912102,1.346774,9.344444,5.508831
Head,109.92,-0.01790706,1.660435,-7.913746,1.114645,9.257312,5.496609
Head,110.14,-0.01830608,1.659722,-7.915442,1.500986,9.293267,5.530342
Head,110.36,-0.01901682,1.659921,-7.91842,1.485944,9.43981,5.536569
Head,110.6,-0.02101945,1.660147,-7.919874,1.388903,9.102362,5.813461
Head,110.82,-0.01968761,1.659168,-7.917457,1.741529,8.999305,5.560521
Head,111.06,-0.01889069,1.658476,-7.916037,2.172771,9.014179,5.468184
Head,111.28,-0.0183528,1.657277,-7.913846,2.972413,8.973372,5.415676
Head,111.52,-0.01731271,1.65542,-7.911412,4.07798,9.286117,5.573602
Head,111.74,-0.01686645,1.653825,-7.909028,4.749011,9.231303,5.612676
Head,111.98,-0.01583476,1.653151,-7.907076,5.136588,9.354959,5.582728
Head,112.2,-0.0150471,1.652903,-7.907216,5.167873,9.383208,5.483047
Head,112.42,-0.01390558,1.653302,-7.909076,5.021478,9.537164,5.339893
Head,112.66,-0.01427045,1.654156,-7.911601,4.628021,9.512783,5.251314
Head,112.88,-0.01435538,1.654793,-7.913654,4.327306,9.833179,5.218551
Head,113.12,-0.01469591,1.655536,-7.914882,3.847949,9.776797,4.993706
Head,113.34,-0.014008,1.656601,-7.915967,3.240269,9.781373,4.540883
Head,113.58,-0.0123944,1.656373,-7.915945,3.393404,9.668299,4.190119
Head,113.8,-0.01007149,1.656088,-7.915884,3.505566,9.624264,3.757124
Head,114.04,-0.01009958,1.655486,-7.914676,3.640895,9.420449,3.655873
Head,114.26,-0.01091495,1.655377,-7.914102,3.705881,9.447985,3.756161
Head,114.5,-0.01129687,1.655994,-7.915682,3.767825,9.568614,3.936044
Head,114.72,-0.01054321,1.658795,-7.915807,2.770951,10.58969,3.71318
Head,114.96,-0.009161819,1.659824,-7.91837,2.185934,11.23292,3.74213
Head,115.18,-0.00753773,1.658987,-7.920581,2.511063,11.25403,3.767649
Head,115.42,-0.006089211,1.657706,-7.919239,3.09762,11.54484,3.725313
Head,115.64,-0.003385659,1.65573,-7.916452,3.834683,13.10005,3.687329
Head,115.86,-0.001077097,1.653542,-7.918383,5.084618,14.90242,4.191362
Head,116.1,0.001952201,1.649897,-7.918396,7.164824,16.00596,4.231769
Head,116.32,0.002272859,1.649816,-7.919039,7.259491,16.55413,4.306848
Head,116.56,0.002177745,1.649735,-7.920574,7.139226,16.88275,4.266632
Head,116.78,0.001471937,1.651107,-7.922704,6.36583,16.47151,4.041244
Head,117.02,0.0001391284,1.652252,-7.925254,5.787071,16.13844,3.792512
Head,117.24,-0.002032321,1.653656,-7.927155,5.074198,16.04103,3.883974
Head,117.46,-0.002943184,1.654337,-7.929032,4.871591,16.56182,3.917695
Head,117.7,-0.005564563,1.655129,-7.929788,4.515483,16.1225,4.31881
Head,117.92,-0.004436292,1.654404,-7.930713,4.787446,17.02583,4.30056
Head,118.16,-0.001395758,1.653792,-7.930068,4.964846,18.01747,4.082447
Head,118.38,-0.0008313097,1.652791,-7.928147,5.43827,17.44703,4.015128
Head,118.62,0.0003397353,1.652035,-7.92696,5.847292,17.46959,3.800259
Head,118.84,0.004003789,1.652497,-7.927125,5.537066,20.12707,4.126951
Head,119.08,0.007120568,1.652163,-7.930091,6.052274,23.30125,4.506651
Head,119.3,0.004810873,1.652054,-7.929843,6.174857,21.05457,4.389465
Head,119.54,0.001003128,1.653575,-7.931061,5.381217,20.00489,4.420969
Head,119.76,-0.003337301,1.655125,-7.933311,4.624227,18.90656,4.341352
Head,120,-0.007274347,1.656101,-7.933439,4.012764,17.58512,4.441851
Head,120.22,-0.009355499,1.656697,-7.931286,3.633025,16.33564,4.35086
Head,120.44,-0.01054729,1.656333,-7.932028,3.812102,16.5131,4.459742
Head,120.68,-0.01035814,1.6562,-7.931248,3.924309,16.66324,4.701417
Head,120.9,-0.008235518,1.654979,-7.928233,4.301334,16.60672,4.478709
Head,121.14,-0.005870145,1.654295,-7.925102,4.59435,16.64595,4.199356
Head,121.36,-0.004613873,1.653728,-7.92396,4.850247,17.01237,4.192492
Head,121.6,-0.004487664,1.654056,-7.925319,4.754113,16.94967,4.152896
Head,121.82,-0.004596897,1.654968,-7.925748,4.567385,16.31218,4.008979
Head,122.06,-0.004528765,1.654386,-7.927198,4.840023,16.91871,4.19032
Head,122.28,-0.004394936,1.654297,-7.927695,4.845523,16.87007,4.250488
Head,122.52,-0.002371531,1.654922,-7.927241,4.616901,18.9559,4.466113
Head,122.74,-0.00107583,1.654791,-7.926077,4.463336,20.19997,4.777668
Head,122.96,-0.0004328676,1.656457,-7.925426,3.182577,22.08227,5.502339
Head,123.2,-0.002274949,1.656625,-7.924644,2.999552,21.7179,5.676063
Head,123.42,-0.004622282,1.656172,-7.924514,3.129317,20.73627,5.795261
Head,123.66,-0.005900179,1.656418,-7.925364,3.117364,19.95932,5.494469
Head,123.88,-0.00603297,1.655996,-7.925879,3.220885,19.45723,5.441637
Head,124.12,-0.005722187,1.656363,-7.925805,3.10168,19.07479,5.247318
Head,124.34,-0.006646429,1.656033,-7.925973,3.396288,18.82607,5.359019
Head,124.58,-0.007468597,1.655357,-7.926634,3.691901,18.85756,5.436398
Head,124.8,-0.007002166,1.655564,-7.925205,3.571098,18.94703,5.439787
Head,125.02,-0.005405497,1.656023,-7.923641,3.260626,20.19815,5.579061
Head,125.26,-0.00304202,1.655884,-7.923489,3.237896,22.21495,5.740156
Head,125.48,-0.001815639,1.655367,-7.923236,3.644101,22.34766,5.697742
Head,125.72,-0.001796558,1.655382,-7.922753,3.579053,22.04082,5.727582
Head,125.94,-0.002517708,1.655248,-7.923404,3.70748,21.60869,5.784438
Head,126.18,-0.003868837,1.654999,-7.923176,3.697384,20.96789,5.675453
Head,126.4,-0.005387715,1.654474,-7.92235,3.815421,20.72446,5.84743
Head,126.64,-0.005835897,1.653912,-7.921838,4.179889,20.56461,5.905324
Head,126.86,-0.005784363,1.653256,-7.921146,4.508155,20.36963,6.00318
Head,127.08,-0.006608967,1.653046,-7.920004,4.739199,19.69924,6.0141
Head,127.32,-0.008728049,1.653137,-7.920731,4.761895,19.31099,6.413669
Head,127.54,-0.01015321,1.652994,-7.920079,4.810429,18.58494,6.452384
Head,127.78,-0.009778873,1.652134,-7.917593,5.202976,18.46748,6.52227
Head,128,-0.01027133,1.651438,-7.91601,5.517941,18.34138,6.740868
Head,128.24,-0.01177918,1.650749,-7.916039,5.783628,18.3678,6.891945
Head,128.46,-0.01229647,1.650625,-7.914669,5.845875,18.02209,6.737592
Head,128.7,-0.01219233,1.650668,-7.914392,5.801755,18.33598,6.917736
Head,128.92,-0.01144615,1.650713,-7.914896,5.829152,18.74914,6.84121
Head,129.16,-0.01100028,1.651018,-7.915339,5.783909,18.79003,6.785998
Head,129.38,-0.0107522,1.651088,-7.91585,5.856735,18.78357,6.809306
Head,129.6,-0.01133089,1.650998,-7.916333,5.870128,18.95822,6.844691
Head,129.84,-0.01219225,1.651244,-7.916567,5.752366,19.05036,6.930722
Head,130.06,-0.01252981,1.651333,-7.916509,5.716083,18.87158,7.006255
Head,130.3,-0.01259305,1.650989,-7.915304,5.799567,18.93197,6.99629
Head,130.52,-0.01244304,1.650712,-7.914422,5.904092,18.99248,7.027816
Head,130.76,-0.01017135,1.649641,-7.912432,6.232548,19.1047,6.832432
Head,130.98,-0.007899939,1.649383,-7.910473,6.321587,19.48564,6.960201
Head,131.22,-0.005618591,1.648608,-7.910386,6.731528,20.67015,7.035374
Head,131.44,-0.007331328,1.648495,-7.910758,6.828313,20.99086,7.411633
Head,131.68,-0.01234152,1.649077,-7.910805,6.585415,20.21604,7.673813
Head,131.9,-0.01673589,1.649921,-7.911267,5.913123,19.65217,7.875107
Head,132.14,-0.0149641,1.650926,-7.912491,5.653081,20.31516,7.611978
Head,132.36,-0.01310205,1.652768,-7.916003,4.765951,21.35332,7.340831
Head,132.58,-0.01235718,1.654146,-7.918297,4.163469,20.84166,7.047398
Head,132.82,-0.01065172,1.654511,-7.916978,3.854299,21.24332,6.860007
Head,133.04,-0.009976298,1.653602,-7.916058,4.443009,21.73403,6.917697
Head,133.28,-0.009730876,1.65339,-7.916104,4.560353,21.73434,6.950897
Head,133.5,-0.01114163,1.653569,-7.918295,4.515291,21.04236,6.907307
Head,133.74,-0.01145343,1.653366,-7.917562,4.815878,20.57966,6.905733
Head,133.96,-0.01167496,1.65349,-7.918536,4.957409,21.31287,7.034416
Head,134.2,-0.01215952,1.653557,-7.918157,4.968307,20.91492,7.081991
Head,134.42,-0.01229104,1.65347,-7.917284,5.035516,20.41087,6.962983
Head,134.66,-0.01218378,1.653732,-7.917017,5.145732,20.49882,6.884553
Head,134.88,-0.01270421,1.653974,-7.917716,5.048612,20.5649,7.176507
Head,135.1,-0.0133843,1.653827,-7.918993,5.11889,20.81555,7.175227
Head,135.34,-0.01241086,1.652885,-7.9186,5.684721,21.2034,7.288007
Head,135.56,-0.008628012,1.652053,-7.916927,6.076284,22.27522,7.118069
Head,135.8,-0.004885297,1.651397,-7.915173,6.282389,24.41659,7.197009
Head,136.02,-0.003207445,1.651475,-7.915736,6.056406,26.15591,7.598881
Head,136.26,-0.005290383,1.651967,-7.917291,5.942009,25.22179,7.168758
Head,136.48,-0.006601524,1.652531,-7.919151,5.806304,26.44416,7.61633
Head,136.72,-0.005781868,1.652217,-7.919617,6.008005,26.05921,7.597245
Head,136.94,-0.004236326,1.651948,-7.920206,5.991535,25.74257,7.318462
Head,137.16,-0.007745527,1.654674,-7.921121,4.854824,23.91667,6.63068
Head,137.4,-0.01365531,1.656972,-7.923313,4.150564,23.04821,6.979264
Head,137.64,-0.01567202,1.6567,-7.925229,4.470907,23.1196,7.277375
Head,137.86,-0.0117987,1.651558,-7.92106,7.267851,23.73083,7.515298
Head,138.08,-0.007937115,1.646292,-7.912781,10.6854,22.52252,7.58176
Head,138.32,-0.007467836,1.645884,-7.907971,11.38951,19.42872,6.867329
Head,138.54,-0.01253021,1.64923,-7.91102,10.85213,12.61122,6.105078
Head,138.78,-0.01037221,1.65861,-7.914456,4.697158,12.69589,1.929988
Head,139,-0.008610275,1.656101,-7.923573,6.426687,16.38978,0.1958807
Head,139.22,-0.00997287,1.660565,-7.923704,3.797497,16.3619,3.49714
Head,139.46,-0.009409703,1.656619,-7.925626,4.225079,17.05421,3.92641
Head,139.68,-0.01017416,1.658437,-7.927359,3.612791,17.1638,3.502978
Head,139.92,-0.01049058,1.659414,-7.927271,3.183034,16.8978,3.218356
Head,140.14,-0.01219695,1.660269,-7.927795,3.032868,16.84291,3.892549
Head,140.38,-0.01361249,1.660349,-7.928244,3.082188,16.85158,4.28073
Head,140.6,-0.01314818,1.659946,-7.927971,3.269476,16.84214,4.349678
Head,140.84,-0.01402851,1.659935,-7.927224,3.284519,16.28266,4.517447
Head,141.06,-0.01599857,1.659627,-7.926403,3.562295,15.5774,4.767426
Head,141.3,-0.01815078,1.658951,-7.924357,3.790466,15.07569,5.181597
Head,141.52,-0.01805048,1.657665,-7.921509,4.161957,15.12402,5.335072
Head,141.76,-0.01506292,1.656806,-7.920389,4.39551,16.14946,5.725591
Head,141.98,-0.008972638,1.657023,-7.924523,4.130545,21.9759,5.979423
Head,142.2,0.004035495,1.659737,-7.943513,2.905892,33.1935,6.219697
Head,142.44,0.01160862,1.664249,-7.976818,0.4160246,39.80526,4.740499
Head,142.66,0.008935876,1.667315,-8.003174,358.6689,45.95584,4.55765
Head,142.88,-0.002598442,1.673104,-8.024659,354.3763,54.59735,4.78441
Head,143.12,-0.01828006,1.676674,-8.041294,350.8891,56.16263,5.296805
Head,143.36,-0.02677213,1.677058,-8.047138,349.8873,57.40695,4.782188
Head,143.58,-0.03249479,1.678154,-8.048754,349.6981,59.03666,4.993852
Head,143.8,-0.03845477,1.676646,-8.04926,349.8937,60.31987,4.717088
Head,144.04,-0.0396791,1.677341,-8.037374,350.2472,58.27122,5.220448
Head,144.26,-0.02753667,1.677821,-8.021954,351.1768,55.45086,5.967495
Head,144.5,-0.007615659,1.679848,-8.007755,351.8159,52.40347,6.550534
Head,144.72,0.007482406,1.680266,-7.997418,352.7554,49.17576,6.593523
Head,144.96,0.01546947,1.680462,-7.994084,353.2375,47.02327,6.541989
Head,145.18,0.01237579,1.679759,-7.995748,353.477,46.96959,6.97502
Head,145.42,0.01168845,1.678725,-7.996819,354.0116,47.40977,7.386179
Head,145.64,0.01149911,1.677511,-7.996427,354.7159,47.13636,7.543256
Head,145.86,0.01067088,1.676615,-7.993372,355.0877,47.02201,8.184275
Head,146.1,0.008663233,1.676496,-7.993753,355.0561,47.44637,8.491849
Head,146.32,0.007641457,1.676214,-7.995748,354.9754,47.51131,8.359579
Head,146.56,0.01071069,1.676039,-7.99338,354.8597,47.24475,8.787432
Head,146.78,0.02354342,1.678127,-7.980852,354.3618,45.28732,9.095255
Head,147.02,0.03284628,1.677186,-7.972799,354.9921,44.90082,8.943199
Head,147.24,0.02998412,1.675318,-7.976125,355.5783,45.56335,8.999085
Head,147.48,0.02753365,1.674796,-7.979774,355.7126,46.10565,9.113215
Head,147.7,0.02670974,1.674278,-7.983271,355.8845,46.58622,9.143211
Head,147.94,0.02464333,1.673869,-7.986226,356.042,47.11059,8.98061
Head,148.16,0.02173403,1.674053,-7.986197,355.9569,46.8852,8.945172
Head,148.38,0.02047974,1.673807,-7.986163,356.0774,47.07555,9.056683
Head,148.62,0.01964256,1.673657,-7.987016,356.1029,47.15497,9.023275
Head,148.84,0.01999073,1.673746,-7.988182,356.1195,47.22954,8.852688
Head,149.08,0.0212858,1.672641,-7.988483,356.6093,47.45004,8.731705
Head,149.3,0.02109038,1.669795,-7.987035,357.5334,46.41056,8.600272
Head,149.54,0.02218184,1.66863,-7.989404,357.9885,45.69807,7.479554
Head,149.76,0.0201155,1.668501,-7.990652,358.1689,46.611,7.450931
Head,150,0.0202403,1.667667,-7.987963,358.512,46.14706,7.183765
Head,150.22,0.02243818,1.66815,-7.981806,358.4726,47.09023,7.876138
Head,150.46,0.03633738,1.66493,-7.973203,359.1183,48.83757,8.419764
Head,150.68,0.07787593,1.66584,-7.933181,358.701,49.79632,7.063715
Head,150.9,0.08712371,1.668703,-7.917314,356.872,50.28876,7.368097
Head,151.14,0.07454278,1.673327,-7.914452,355.2192,49.80282,7.2841
Head,151.36,0.06167079,1.675145,-7.907316,354.0974,48.02113,7.846732
Head,151.6,0.05927469,1.675416,-7.89785,353.6872,47.70532,8.919662
Head,151.82,0.06054492,1.673198,-7.894536,354.5093,48.41852,9.662202
Head,152.06,0.05801631,1.673329,-7.899836,354.5657,49.56223,9.574815
Head,152.28,0.05751973,1.673302,-7.906401,354.7617,49.81454,8.970448
Head,152.52,0.06071141,1.672316,-7.907207,355.5629,49.96738,9.006932
Head,152.74,0.06496424,1.670742,-7.906753,356.4486,50.4119,9.29344
Head,152.96,0.06900686,1.669802,-7.908384,356.884,51.27971,9.009192
Head,153.2,0.0728,1.669173,-7.912098,357.2713,51.73107,8.473743
Head,153.44,0.07332802,1.668782,-7.91738,357.3449,52.43046,8.066854
Head,153.66,0.07108882,1.669414,-7.921161,357.092,52.5617,8.070494
Head,153.88,0.06715742,1.669506,-7.92304,357.0076,52.89408,8.147733
Head,154.12,0.06434795,1.669072,-7.927328,357.4229,53.99283,8.015574
Head,154.34,0.06515604,1.667635,-7.930347,358.2455,53.98216,7.519313
Head,154.58,0.07099803,1.665342,-7.933563,359.4526,55.75948,7.431642
Head,154.8,0.07459532,1.662393,-7.939565,0.6083708,58.29153,7.697439
Head,155.04,0.07280001,1.663084,-7.946233,0.2550766,58.60262,7.11025
Head,155.26,0.06915153,1.66311,-7.947986,0.1630104,58.2794,6.644644
Head,155.48,0.06674112,1.663796,-7.94875,359.947,57.96136,6.283216
Head,155.72,0.06733045,1.663682,-7.94966,0.05505817,58.10148,6.377201
Head,155.94,0.06809662,1.662897,-7.949986,0.3202851,58.31176,6.458782
Head,156.18,0.06797213,1.662691,-7.94833,0.449592,57.99792,6.494476
Head,156.4,0.06751271,1.6623,-7.946633,0.5901055,57.94851,6.69304
Head,156.64,0.06669519,1.66226,-7.945326,0.6142712,57.8676,6.905801
Head,156.86,0.06629601,1.662058,-7.943911,0.7427844,57.68793,6.979048
Head,157.1,0.06705762,1.661607,-7.944503,0.9218304,58.81108,7.488494
Head,157.32,0.06675708,1.661201,-7.944626,1.048459,58.23975,7.171906
Head,157.56,0.06565696,1.661498,-7.942565,1.011922,57.69405,7.218354
Head,157.78,0.06443779,1.661556,-7.941539,1.036959,57.75604,7.317273
Head,158,0.06245507,1.661712,-7.941207,1.001085,57.81797,7.638302
Head,158.24,0.06035368,1.66095,-7.94118,1.327045,58.32212,7.815331
Head,158.46,0.06229856,1.659366,-7.940498,2.020629,57.79975,7.250984
Head,158.7,0.06654252,1.658106,-7.941033,2.612809,58.17128,7.138649
Head,158.92,0.06334633,1.657859,-7.94484,2.902111,58.32899,6.733449
Head,159.16,0.05783901,1.658174,-7.947504,2.638263,58.7369,7.007414
Head,159.38,0.05294392,1.657888,-7.95018,2.648571,59.06961,7.184536
Head,159.62,0.04895777,1.657594,-7.951155,2.664317,58.97145,7.163427
Head,159.84,0.04779176,1.657324,-7.950983,2.786502,59.08649,7.349566
Head,160.08,0.04648969,1.658222,-7.950251,2.617368,58.68745,7.468946
Head,160.3,0.04986923,1.657454,-7.950927,2.721615,58.5261,7.09023
Head,160.52,0.0499769,1.656778,-7.952602,2.887488,59.0534,6.829262
Head,160.76,0.0509105,1.656664,-7.953037,2.791171,59.10812,6.806207
Head,160.98,0.05195002,1.65637,-7.95337,2.849377,59.0978,6.730397
Head,161.22,0.05182578,1.656219,-7.953188,2.908037,59.01206,6.764497
Head,161.44,0.05119497,1.656279,-7.953658,2.786024,58.99106,6.709323
Head,161.68,0.04802109,1.656424,-7.956,2.592652,59.0722,6.816071
Head,161.9,0.04677943,1.656106,-7.956497,2.50875,58.93022,6.935149
Head,162.14,0.04682574,1.656457,-7.95559,2.369723,58.5724,6.940607
Head,162.36,0.0472353,1.656459,-7.954671,2.445447,58.69547,7.082976
Head,162.6,0.04694168,1.66167,-7.955923,0.09341867,61.68983,7.257431
Head,162.82,0.04062315,1.666734,-7.969085,357.1317,72.78217,7.240556
Head,163.06,0.02840262,1.667215,-7.985318,355.8846,80.19285,7.244267
Head,163.28,0.0131296,1.668377,-8.001217,354.0682,86.56452,6.10783
Head,163.5,-0.006860916,1.671658,-8.013446,353.2825,89.08197,5.487097
Head,163.74,-0.02733101,1.669221,-8.028753,353.123,88.17912,6.194755
Head,163.96,-0.04023191,1.668217,-8.048545,352.9088,87.19051,7.489022
Head,164.2,-0.05125675,1.667415,-8.077904,353.1079,84.90239,7.194906
Head,164.42,-0.05947359,1.669762,-8.100022,352.3863,82.4906,5.158598
